IN,OUT,Initial soc,cap
52,83,6.03,60
71,79,37.43,60
34,42,48.27,60
64,72,42.03,60
56,72,0.15,60
61,77,22.91,60
31,77,39.65,60
30,66,58.07,60
32,47,43.97,60
65,78,18.39,60
18,65,46.56,60
24,53,52.55,60
26,83,32.48,60
27,61,56.26,60
23,66,55.22,60
74,80,31.66,60
27,70,37.35,60
31,70,38.89,60
22,75,20.67,60
32,67,22.96,60
70,78,54.4,60
40,42,52.36,60
44,78,21.12,60
62,72,11.39,60
43,50,44.67,60
32,71,9.37,60
26,44,56.89,60
30,82,50.17,60
27,66,35.5,60
32,73,42.17,60
24,63,9.54,60
33,68,19.78,60
34,77,58.35,60
40,44,57.49,60
29,85,13.28,60
34,68,25.32,60
39,67,35.19,60
52,60,48.25,60
40,57,55,60
30,85,52.44,60
34,52,44.14,60
48,55,45.02,60
40,81,12.82,60
18,82,36.48,60
25,69,4.54,60
26,71,10.38,60
31,68,52.42,60
30,68,38.15,60
24,79,9.22,60
63,70,52.17,60
39,52,38.82,60
30,70,37.04,60
48,69,23.1,60
30,70,50.34,60
36,61,36.02,60
23,55,35.47,60
52,59,46.6,60
31,55,9.29,60
29,71,15.42,60
29,78,11.94,60
38,65,31.58,60
33,54,47.55,60
30,82,38.09,60
74,90,35.18,60
38,69,8.54,60
27,66,8.73,60
27,68,31.86,60
56,67,10.07,60
35,87,9.69,60
37,70,53.72,60
18,74,19.13,60
31,84,17.82,60
39,78,29.66,60
30,58,7.07,60
72,86,42.71,60
20,72,12.66,60
32,57,38.8,60
36,87,18.68,60
34,73,43.72,60
18,69,25.39,60
38,74,55.87,60
32,67,49.93,60
30,70,31.29,60
40,45,52.15,60
52,69,35.28,60
32,51,14.28,60
31,68,33.7,60
26,66,38.41,60
34,49,28.29,60
38,75,20.19,60
34,58,57.1,60
18,69,36.42,60
39,77,45.93,60
37,42,49.54,60
58,84,42.24,60
34,75,19.39,60
34,81,37.12,60
36,78,33.96,60
47,82,33.27,60
36,64,43.72,60
25,82,2.09,60
34,70,49.5,60
51,84,59.07,60
28,72,6.5,60
60,68,23.97,60
28,61,41.42,60
30,74,42.15,60
42,76,47.26,60
46,58,50.18,60
22,44,27.06,60
42,72,34.41,60
32,69,17.82,60
31,71,38.22,60
46,52,42.99,60
31,65,19.82,60
46,80,40.48,60
34,69,12.33,60
31,71,15.14,60
50,64,22.29,60
23,78,35.51,60
66,77,56.04,60
35,74,52.99,60
68,86,14.78,60
60,81,43.79,60
56,84,56.57,60
31,69,47,60
29,77,24.29,60
30,89,30.82,60
30,66,35.55,60
47,78,45.81,60
32,74,22.51,60
36,45,21.51,60
28,63,44.8,60
38,48,49.19,60
30,68,21.56,60
32,52,35.04,60
34,86,12,60
32,65,55.31,60
30,56,54,60
32,84,40.61,60
42,66,43.36,60
48,61,21.38,60
40,65,16.47,60
29,70,54.03,60
36,69,17.1,60
56,62,55.71,60
25,47,47.69,60
31,47,29.47,60
28,71,34.09,60
33,74,16.96,60
28,81,40.7,60
38,83,39.97,60
40,62,42.45,60
30,63,36.76,60
36,62,27.54,60
51,71,28.59,60
52,67,28.23,60
42,66,32.74,60
64,72,42.23,60
30,73,18.43,60
34,94,49.56,60
44,74,51.55,60
32,72,43.6,60
31,70,33.23,60
36,82,46.66,60
39,66,44.33,60
22,75,50.34,60
32,70,12.04,60
24,59,55.64,60
32,56,39.01,60
57,60,50.78,60
40,45,39.5,60
34,50,43.83,60
30,75,12.26,60
53,72,23.6,60
34,68,44.22,60
34,52,37.54,60
61,76,36.19,60
35,74,45.7,60
29,66,24.47,60
40,53,54.9,60
33,56,31.39,60
50,93,21.51,60
30,69,51.73,60
28,67,34.71,60
38,63,20.02,60
35,68,28.33,60
27,78,42.78,60
28,82,57.3,60
24,84,49.9,60
28,66,12.07,60
36,48,21.73,60
31,54,24.13,60
30,68,31.71,60
24,84,23.23,60
37,82,15.3,60
50,61,27.24,60
30,84,34.87,60
19,60,16.13,60
49,61,47.34,60
35,62,48.65,60
27,66,38.41,60
36,58,43.5,60
41,78,27.17,60
53,68,43.11,60
52,76,29.03,60
31,82,39.59,60
19,72,14.06,60
41,61,38.08,60
31,71,15.94,60
44,57,34.27,60
68,80,23.4,60
50,90,46.32,60
28,86,30.08,60
36,64,49.82,60
33,95,24.31,60
37,47,53.09,60
36,55,56.96,60
32,44,27.42,60
32,70,6.94,60
56,64,52.14,60
24,70,54.59,60
46,57,39.74,60
33,65,16.21,60
40,76,21.06,60
39,88,15.9,60
62,69,52.55,60
64,77,44.72,60
34,80,22.46,60
37,54,9.15,60
50,65,15.79,60
26,86,25.63,60
69,93,43.37,60
31,71,22.11,60
29,77,7.11,60
29,90,30.22,60
37,84,22.12,60
45,52,38.97,60
31,81,30.5,60
64,67,53.63,60
38,73,41.81,60
36,52,31.13,60
46,78,38.36,60
32,74,30.41,60
54,77,16.11,60
37,61,37.55,60
41,65,12.65,60
39,51,39.06,60
28,61,36.27,60
34,70,16.1,60
17,44,23.19,60
56,68,51.85,60
17,64,47.06,60
46,55,52.09,60
17,61,55.07,60
28,83,15.57,60
30,73,57.21,60
38,69,52.51,60
23,87,25.07,60
64,86,11.65,60
32,71,10.98,60
33,65,20.69,60
47,56,55.95,60
34,72,53.7,60
48,58,17.44,60
37,64,42.76,60
36,48,14.24,60
46,85,46.81,60
36,47,24.21,60
37,86,36.99,60
38,65,47.28,60
28,70,16.77,60
31,78,46.76,60
35,76,21.3,60
27,58,42.86,60
54,57,46.54,60
26,82,7.18,60
34,74,38.13,60
44,85,30.45,60
27,81,12.06,60
42,85,46.44,60
34,72,31.62,60
48,62,51.94,60
34,76,18.29,60
29,64,18.65,60
26,63,30.09,60
40,53,38.93,60
27,69,25.6,60
24,56,18.81,60
28,36,41.42,60
26,67,55.23,60
43,52,16.56,60
35,80,23.14,60
51,62,46.28,60
33,49,50.4,60
27,70,32.07,60
26,83,19.06,60
33,75,29.35,60
26,64,49.33,60
30,80,23.35,60
35,75,39.82,60
40,66,28.25,60
31,92,34.6,60
22,65,22.5,60
34,64,41.35,60
29,77,41.66,60
30,92,17.34,60
30,70,19.96,60
80,83,46.33,60
36,48,40.47,60
57,81,20.65,60
20,74,10.48,60
21,73,36.57,60
27,73,16.98,60
42,67,11.52,60
27,63,20.25,60
31,76,40.89,60
34,67,21.19,60
59,63,58.13,60
50,78,30.07,60
44,84,15.38,60
29,61,57.94,60
33,61,17.44,60
54,71,37.65,60
53,64,23.49,60
28,79,32.21,60
26,75,13.01,60
50,68,10.82,60
42,86,23.94,60
35,71,33.6,60
24,77,57.62,60
52,57,46.02,60
54,95,18.14,60
68,81,16.49,60
33,56,9.34,60
30,74,35.14,60
58,84,36.41,60
32,63,34.79,60
48,63,30.14,60
54,94,6.5,60
40,57,44.62,60
51,66,14.91,60
32,46,15.2,60
30,72,44.55,60
38,59,23.73,60
30,51,27.8,60
64,75,36.49,60
50,83,24.55,60
41,48,37.01,60
48,93,41.98,60
42,71,57.72,60
31,70,40.04,60
32,62,46.27,60
52,60,39.58,60
27,43,21.53,60
60,76,23.07,60
64,69,52.62,60
37,76,53.31,60
31,65,10.61,60
40,48,27.31,60
36,69,16.93,60
22,71,0.94,60
29,95,22.21,60
48,69,23.33,60
39,48,41.27,60
33,54,40.84,60
22,59,45.4,60
38,52,9.38,60
42,45,50.45,60
58,64,37.75,60
34,53,45.72,60
38,46,41.52,60
33,77,52.25,60
33,77,28.71,60
26,71,34.98,60
40,65,29.75,60
28,72,51.91,60
45,51,40.51,60
30,68,40.59,60
24,82,18.03,60
34,73,49.84,60
59,63,47.86,60
42,74,10.79,60
37,72,18.68,60
34,93,29.18,60
22,76,26.54,60
38,62,39.68,60
34,57,14.71,60
29,71,33.76,60
31,60,16.39,60
31,79,29.33,60
35,91,17.44,60
39,71,59.1,60
27,74,43.88,60
25,69,38.93,60
41,68,50.07,60
45,91,18.11,60
52,78,27.65,60
36,53,41.77,60
32,80,23.15,60
34,39,53.67,60
26,78,45.07,60
46,68,46.44,60
30,75,50.73,60
35,87,53.6,60
28,74,49.77,60
40,42,55.98,60
40,89,53.39,60
32,74,22.38,60
26,65,43.81,60
38,85,6.01,60
27,74,37.26,60
62,69,56.91,60
37,47,43.32,60
32,70,31.98,60
38,52,57.12,60
60,67,39.43,60
33,63,26.73,60
26,71,15,60
48,75,48.99,60
27,66,24.81,60
19,88,47.29,60
29,72,6.24,60
30,74,21.63,60
28,66,36.75,60
31,69,55.91,60
30,37,36.12,60
44,71,43.78,60
32,69,32.24,60
49,62,47.36,60
26,71,25.38,60
32,51,48.97,60
52,83,45.65,60
32,38,54.33,60
27,74,13.86,60
29,68,36.43,60
40,88,32.14,60
31,62,28.24,60
36,49,12.6,60
58,62,56.18,60
38,69,15.93,60
32,69,35.4,60
29,73,45.34,60
47,79,50.35,60
46,65,8,60
33,41,24.36,60
30,64,39.69,60
29,76,15.57,60
24,68,20.36,60
58,91,23.96,60
70,77,45.8,60
57,68,30.8,60
54,92,14.37,60
33,71,29.6,60
28,65,30.95,60
49,95,11.2,60
37,70,38.61,60
33,51,19.26,60
56,65,32.47,60
37,57,38.45,60
41,79,49.09,60
47,70,31.1,60
60,70,20.08,60
42,66,28.8,60
30,82,47.45,60
26,72,26.44,60
50,79,12.48,60
16,81,52.77,60
31,50,43.42,60
46,81,54.19,60
40,90,18.76,60
28,75,25.47,60
29,68,50.68,60
40,52,40.41,60
36,78,19.71,60
35,49,45.85,60
40,86,19.08,60
38,69,11.32,60
30,73,28.71,60
25,73,21.87,60
46,57,16.66,60
29,73,48.68,60
40,79,27.36,60
28,60,54.21,60
31,71,54.81,60
68,73,47.71,60
33,88,55.64,60
40,64,18.07,60
30,61,36.53,60
36,57,16.2,60
32,74,5.28,60
38,49,23.2,60
50,93,35.81,60
44,66,35.86,60
34,42,55.61,60
40,94,16.6,60
36,48,2.18,60
30,61,17.76,60
34,67,23.46,60
46,70,41.19,60
29,57,50.8,60
64,84,34.42,60
30,75,50.53,60
35,50,39.41,60
37,58,30.85,60
30,83,49.25,60
85,89,41.05,60
30,77,51,60
28,68,28.73,60
36,55,28.65,60
55,74,24.54,60
36,52,38.39,60
31,55,54.67,60
40,82,31.12,60
21,68,28.65,60
26,70,11.77,60
64,85,18.91,60
34,68,10.61,60
50,68,48.88,60
68,80,16.57,60
43,69,19.91,60
18,77,56.08,60
28,71,30.56,60
32,71,49.25,60
25,53,12.86,60
72,88,53.62,60
70,77,54.93,60
60,66,37.76,60
43,73,23.51,60
40,56,31.71,60
60,70,53.58,60
50,64,18.95,60
28,72,48.96,60
41,60,28.77,60
33,73,14.13,60
30,77,48.59,60
62,68,33.19,60
53,79,5.6,60
36,79,31.04,60
46,75,27.82,60
25,67,15.55,60
36,63,21.67,60
19,66,31.57,60
31,66,43.53,60
41,75,13.98,60
24,71,45.39,60
64,74,42.45,60
24,73,14.37,60
28,41,29.87,60
27,65,44.63,60
37,59,54.56,60
28,90,22.99,60
31,78,48.07,60
56,57,59.66,60
40,70,39.49,60
49,58,49.41,60
30,71,55.17,60
54,62,34.7,60
30,70,27.53,60
35,61,8.75,60
31,83,50.22,60
27,72,22.78,60
29,75,49.82,60
41,50,27.56,60
72,87,17.03,60
49,70,29.35,60
68,85,43.94,60
44,62,15.52,60
26,71,43.16,60
22,59,23.45,60
30,63,57.3,60
22,77,41.28,60
22,74,29.9,60
38,87,54.77,60
26,87,17.13,60
30,66,58.87,60
45,70,41.81,60
30,79,48.49,60
43,80,19.04,60
44,58,35.3,60
34,74,54.45,60
26,65,52.48,60
32,72,33,60
32,74,44.57,60
31,84,43.76,60
22,69,14.45,60
29,42,22.1,60
26,74,28.67,60
34,79,43.64,60
49,80,52.02,60
36,60,40.05,60
75,85,14.43,60
30,52,25.66,60
26,83,7.07,60
59,66,51.29,60
36,53,10.59,60
31,83,25.88,60
32,61,40.32,60
40,77,30.82,60
17,69,23.54,60
30,63,35.92,60
25,66,57.07,60
30,47,18.85,60
27,52,45.83,60
23,82,54.21,60
36,41,50.13,60
24,55,39.69,60
42,49,48.09,60
38,66,59.32,60
24,64,0.81,60
36,76,37.91,60
58,63,45.98,60
50,86,43.94,60
26,71,4.46,60
33,82,12.45,60
28,69,35.04,60
21,60,12.61,60
36,82,25.87,60
26,86,50.36,60
31,70,49.12,60
20,64,21.86,60
41,63,45.38,60
36,49,18.82,60
26,78,26.82,60
32,72,26.1,60
40,80,46.77,60
22,84,49.23,60
48,85,50.17,60
43,85,42.92,60
25,71,20.77,60
41,85,28.43,60
52,70,29.31,60
35,60,16.36,60
27,74,14.02,60
48,83,15.42,60
50,94,52.83,60
22,73,54.84,60
37,72,21.19,60
48,61,31.64,60
48,66,21.41,60
37,77,23.26,60
43,70,19.6,60
29,76,52.89,60
32,72,7.73,60
48,70,10.21,60
37,64,45.4,60
27,75,9.58,60
31,69,50.67,60
29,73,43.8,60
31,49,14.32,60
26,63,12.37,60
30,63,58.45,60
24,69,23.53,60
28,74,23.66,60
50,92,52.26,60
45,70,37.51,60
30,75,29.19,60
32,70,17.28,60
66,76,51.2,60
26,75,51.11,60
34,58,51.63,60
38,72,21.84,60
39,46,36.66,60
71,76,55.41,60
28,70,37.94,60
25,38,43.93,60
20,84,24.78,60
52,77,15.32,60
50,75,44.23,60
38,50,20.96,60
25,81,5.52,60
56,83,6.41,60
27,65,24.95,60
26,58,24.23,60
32,66,15.65,60
33,74,24.21,60
35,61,56.12,60
41,57,9.57,60
27,77,48.66,60
32,62,31.81,60
42,56,24.21,60
26,75,38.19,60
44,64,35.12,60
26,62,27.23,60
17,74,36.52,60
33,70,50.76,60
31,49,55.24,60
28,36,29.93,60
40,86,49.23,60
30,75,48.73,60
30,61,37.27,60
42,55,26,60
38,49,37.73,60
24,77,53.1,60
31,70,26.19,60
44,58,8.55,60
34,75,51.19,60
27,66,52.93,60
33,48,54.26,60
32,56,18.16,60
44,56,30.1,60
20,53,39.97,60
38,59,14.91,60
27,88,46.98,60
28,79,10.74,60
34,74,29.9,60
46,95,43.41,60
42,59,19.79,60
33,81,21.57,60
38,73,20.5,60
34,64,41.16,60
46,80,23.72,60
40,48,49.76,60
26,71,27.24,60
43,86,40.93,60
40,62,34.88,60
32,72,18.02,60
34,68,17.51,60
31,69,51.09,60
31,70,37.09,60
52,71,48.16,60
39,72,42.9,60
44,53,42.44,60
31,65,34.1,60
48,66,42.42,60
49,71,13.18,60
42,54,55.32,60
36,59,42.31,60
28,78,28.14,60
39,83,36.03,60
35,66,28.78,60
37,82,40.82,60
31,72,39.84,60
38,84,36.71,60
66,80,48.28,60
40,71,11.65,60
36,84,28.45,60
32,75,16.01,60
38,87,40.63,60
29,66,18.49,60
28,67,44.51,60
52,59,35.82,60
32,56,48.18,60
48,72,27.32,60
27,66,41.53,60
54,85,27.56,60
34,79,14.72,60
48,61,43.62,60
22,53,41.85,60
29,51,40.45,60
36,47,38.61,60
21,74,48.23,60
56,61,46.89,60
30,66,53.23,60
40,71,52.47,60
33,76,47.88,60
30,80,16.04,60
31,68,30.36,60
28,74,57.93,60
35,90,39.8,60
31,85,23.66,60
38,52,42.52,60
31,72,16.43,60
40,50,36.69,60
26,41,13.5,60
36,54,36.81,60
27,65,42.34,60
44,67,43.87,60
64,71,29.48,60
60,85,37.02,60
47,78,21.22,60
62,78,53.03,60
40,55,31.3,60
46,73,37.72,60
42,44,54.21,60
46,80,13.82,60
29,78,11.53,60
51,64,21.17,60
26,63,51.57,60
36,73,17.59,60
31,81,28.95,60
31,83,16.11,60
29,94,23.35,60
44,47,48.01,60
20,64,22.2,60
25,67,8.06,60
34,66,39.17,60
34,75,25.52,60
34,83,53.69,60
27,64,54.89,60
22,70,53.95,60
32,49,40.85,60
36,49,49.27,60
40,89,32.9,60
60,81,16.48,60
34,75,22.78,60
28,62,52.72,60
31,70,25.07,60
31,56,27.12,60
29,68,39.04,60
36,80,32.26,60
29,59,12.06,60
33,71,38.54,60
30,68,11.49,60
48,62,45.32,60
28,63,18.38,60
47,79,17.04,60
40,93,55.89,60
32,76,54.64,60
59,79,31.5,60
27,73,11.24,60
36,72,24.12,60
28,73,33.67,60
32,78,24.78,60
25,69,38.42,60
34,77,14.31,60
57,72,11.51,60
50,69,35.6,60
39,69,21.66,60
31,43,29.42,60
26,71,31.9,60
28,78,36.34,60
22,71,49.28,60
26,82,42.52,60
27,52,44.06,60
30,33,55.11,60
32,68,53.96,60
37,70,33.26,60
48,53,36.45,60
28,88,16.21,60
28,70,48.22,60
37,63,12.58,60
47,57,25.1,60
27,66,49.05,60
44,57,49.42,60
29,65,35.07,60
31,94,48.27,60
30,70,51.86,60
31,59,45.44,60
24,68,43.64,60
54,59,54.55,60
24,65,27.9,60
40,55,11.69,60
56,87,54.77,60
45,75,23.36,60
22,67,8.85,60
30,76,34.25,60
56,70,47.53,60
34,77,21.58,60
32,65,33.32,60
30,60,49.45,60
58,82,45.23,60
29,76,33.58,60
18,68,13.13,60
31,67,29.64,60
30,64,30.36,60
26,78,40.08,60
20,69,11,60
24,91,14.23,60
38,87,45.95,60
40,60,40.66,60
33,51,1.82,60
36,85,44.48,60
27,70,54.05,60
48,53,51.19,60
51,57,52.5,60
22,54,12.03,60
75,95,15.54,60
27,76,25.76,60
35,65,54.88,60
58,75,6.18,60
57,62,57.05,60
30,71,43.51,60
30,72,11.79,60
40,76,54.54,60
27,84,28.8,60
58,81,33.06,60
26,78,12.44,60
30,62,49.33,60
32,51,55.21,60
36,78,25.43,60
57,76,50,60
49,64,56.64,60
35,73,54.93,60
86,95,21.47,60
27,65,36.56,60
37,68,32.71,60
35,78,20.96,60
34,70,44.6,60
40,53,16.35,60
28,74,21.36,60
29,76,44.96,60
36,62,18.38,60
38,91,27.63,60
31,74,37.22,60
39,73,54.6,60
42,54,27.31,60
36,52,15.45,60
39,61,53.49,60
32,62,55.38,60
26,88,40.13,60
34,62,15.94,60
50,95,15.03,60
30,65,32.34,60
28,69,41.67,60
30,35,56.08,60
66,80,57.67,60
55,59,49.51,60
43,94,53.65,60
25,78,32.8,60
30,61,29.01,60
60,70,13.54,60
24,78,8.29,60
44,95,55.03,60
38,68,43.61,60
20,43,20.56,60
56,91,19.79,60
31,71,45.23,60
33,76,16.46,60
75,85,25.84,60
40,55,41.23,60
55,93,46.7,60
52,95,53.65,60
36,78,35.19,60
28,74,27.64,60
28,66,11.75,60
44,65,56.22,60
17,58,5.84,60
54,66,48.87,60
65,83,21.63,60
28,78,34,60
34,55,47.33,60
60,71,29.36,60
32,58,31.17,60
41,82,27.81,60
35,67,15.29,60
32,53,25.1,60
37,73,23.41,60
36,80,9.48,60
24,69,40.08,60
38,72,22.01,60
54,75,6.18,60
36,91,53.97,60
50,56,32.86,60
32,77,29.13,60
26,76,47.38,60
36,62,42.17,60
31,71,53.6,60
60,69,54.36,60
27,78,22.6,60
43,56,49.57,60
27,85,58.12,60
40,47,32.48,60
40,86,17.73,60
40,74,40.25,60
58,71,11.83,60
30,59,21.47,60
40,73,39.14,60
37,85,27.63,60
34,51,20.91,60
43,58,55.21,60
53,60,30.54,60
59,71,30.45,60
24,73,8,60
26,67,14.48,60
56,81,41.57,60
33,81,50.1,60
52,66,36.94,60
31,70,38.18,60
28,75,40.65,60
36,67,46.07,60
32,69,51.63,60
32,92,11.39,60
38,51,29.33,60
58,72,22.12,60
52,56,53.93,60
52,67,12.04,60
30,66,44.39,60
29,69,45.44,60
35,76,40.34,60
31,70,45.49,60
36,70,58.88,60
27,54,10.63,60
46,95,49.65,60
31,74,52.7,60
31,57,28.9,60
52,73,31.61,60
32,91,59.13,60
26,66,44.91,60
31,36,35.55,60
26,64,8.48,60
44,55,41.28,60
23,70,58.84,60
32,59,13.63,60
46,54,21.89,60
35,66,35.07,60
42,94,9.68,60
34,63,53.24,60
38,63,47.12,60
64,75,40.84,60
34,70,28.01,60
34,70,22.87,60
33,86,25.53,60
21,45,19.67,60
48,68,39.69,60
44,60,32.35,60
28,66,32.36,60
28,71,22.04,60
31,64,27.92,60
47,88,27.39,60
30,73,48.38,60
49,61,55.05,60
56,73,11.82,60
28,80,51.33,60
28,61,36.71,60
39,58,55.47,60
59,67,33.52,60
48,76,13.73,60
27,74,18.98,60
29,77,50.85,60
70,76,53.93,60
25,85,18.16,60
36,83,35.27,60
25,69,47.63,60
53,89,19.6,60
26,71,12.66,60
28,80,22.55,60
32,82,1.38,60
48,53,43.12,60
22,86,34.22,60
43,77,23.61,60
40,50,51.62,60
24,64,45.01,60
40,72,22.57,60
27,64,24.52,60
28,67,50.14,60
54,63,38.01,60
29,70,26.06,60
30,89,20.59,60
54,71,16.29,60
26,82,34.68,60
22,69,8.2,60
52,59,48.73,60
32,84,51.7,60
38,59,12.88,60
45,90,46.13,60
34,71,37.65,60
52,78,50.62,60
38,74,12.35,60
24,70,28.9,60
50,65,7.64,60
36,68,10.55,60
41,69,47.89,60
48,58,41.64,60
30,73,17.35,60
62,71,19.32,60
32,43,40.02,60
70,82,10.1,60
48,62,36.81,60
28,81,18.32,60
48,53,39.43,60
36,74,33.11,60
37,49,34.8,60
37,67,49.13,60
23,52,50.51,60
22,90,22.6,60
44,92,19.45,60
40,87,47.84,60
28,61,34.15,60
27,63,55.2,60
27,67,52.86,60
36,75,13.57,60
40,58,43.46,60
40,46,31.44,60
56,68,48.4,60
34,86,41.03,60
35,44,22.65,60
45,87,41.46,60
21,85,23.72,60
22,74,15.13,60
25,46,38.49,60
30,69,46.27,60
23,69,38.74,60
36,68,45.05,60
36,52,16.02,60
39,58,12.77,60
44,85,22.22,60
25,72,30.4,60
41,62,11.64,60
27,80,47.98,60
28,93,54.47,60
34,73,48.25,60
28,68,40.67,60
29,72,32.92,60
30,76,46.06,60
32,43,25.55,60
28,79,23.76,60
38,56,39.1,60
35,56,34.46,60
29,81,43.47,60
28,72,41.25,60
52,89,40.56,60
40,60,41.78,60
32,70,34.33,60
38,92,38.93,60
40,86,29.53,60
29,74,41.58,60
27,71,19.17,60
32,73,54.2,60
30,60,51.01,60
30,57,13.03,60
39,73,20.2,60
30,80,44.32,60
51,74,45.66,60
56,85,35.63,60
28,64,25.62,60
29,32,55.21,60
57,72,44.77,60
32,69,13.81,60
43,91,52.18,60
44,54,10.38,60
36,41,43.14,60
24,33,52.02,60
42,64,10.72,60
19,75,11.88,60
30,37,40.67,60
51,77,33.18,60
56,64,56.89,60
34,73,33.86,60
32,70,35.06,60
30,75,33.6,60
38,62,29.08,60
30,68,19.91,60
26,77,42.68,60
32,65,42.69,60
31,81,11.76,60
76,91,52.36,60
74,82,39.15,60
36,61,58.13,60
32,82,10.57,60
40,60,42.27,60
31,63,41.32,60
30,69,6.71,60
66,77,53.42,60
38,76,35.74,60
24,73,47.88,60
22,52,28.42,60
25,73,52.28,60
37,94,44.83,60
22,82,12.87,60
34,76,30.5,60
24,61,52.4,60
30,67,44.77,60
39,77,22.15,60
39,72,41.87,60
36,45,32.14,60
48,64,23.45,60
38,69,38.88,60
42,72,12.13,60
36,77,46.72,60
32,62,47.2,60
44,79,54.67,60
24,73,17.8,60
22,63,50.77,60
32,76,35.44,60
33,73,22.21,60
26,74,39.71,60
30,75,53.33,60
24,77,40.49,60
32,77,55.47,60
30,68,38.67,60
43,61,50.85,60
22,65,47.87,60
31,67,11.02,60
30,75,27.25,60
34,55,37.21,60
43,78,18.53,60
30,71,17.41,60
25,42,24.94,60
36,43,26.99,60
76,87,23.61,60
35,70,14.65,60
55,58,50.69,60
64,75,41.04,60
30,38,57.61,60
76,78,52.03,60
32,70,48.99,60
37,42,36.17,60
28,47,22.16,60
44,56,1.41,60
41,72,27.09,60
42,73,42.17,60
19,74,50.96,60
55,95,18.92,60
26,76,55,60
16,66,48.79,60
37,77,49.91,60
29,78,30.84,60
22,84,27.89,60
75,85,50.49,60
40,68,47.12,60
68,77,21.36,60
56,67,43.59,60
26,48,43.62,60
30,68,34.39,60
43,53,52.71,60
31,69,15.95,60
45,66,57.91,60
47,67,53.3,60
31,69,56.46,60
52,69,25.37,60
34,63,33.3,60
53,77,41.29,60
64,90,47.03,60
66,73,25.62,60
32,74,37.31,60
29,80,45.74,60
53,69,7.33,60
31,85,23.05,60
28,76,37.01,60
31,69,14.05,60
32,80,20.51,60
38,78,49.13,60
33,82,48.31,60
31,73,45.01,60
43,50,54.92,60
36,83,14.97,60
27,69,37.36,60
43,69,10.64,60
64,74,19.91,60
67,75,29.77,60
31,60,28.36,60
66,80,22.97,60
53,58,48.21,60
42,69,54.4,60
26,66,26.62,60
36,73,16.95,60
44,63,30.37,60
40,61,46.07,60
34,74,14.82,60
26,70,40.9,60
35,52,46.12,60
20,74,38.73,60
29,38,31.49,60
20,70,17.48,60
29,73,11.68,60
40,71,22.32,60
37,54,26.97,60
21,69,3.68,60
30,68,15.37,60
28,94,16.57,60
42,47,43.31,60
33,80,54.34,60
30,61,25.1,60
36,68,35.37,60
40,50,20.92,60
35,62,12.66,60
29,74,26.94,60
32,72,12.84,60
26,75,50.94,60
32,71,43.9,60
28,57,40.77,60
32,59,16.98,60
46,70,43.67,60
35,74,52.39,60
34,58,29.16,60
32,53,18.32,60
37,42,38.68,60
32,84,14.26,60
32,84,16,60
36,53,21.87,60
30,83,37.42,60
26,65,25.78,60
26,73,25.33,60
38,57,25.87,60
23,88,14.11,60
33,59,54.01,60
64,79,15.28,60
30,70,55.47,60
33,69,45.72,60
36,40,46.06,60
35,71,22.21,60
29,77,31.34,60
44,61,14.09,60
53,65,17.01,60
54,90,16.75,60
54,71,31.94,60
26,67,18.96,60
42,73,8.13,60
30,76,16.01,60
34,74,57.74,60
29,63,22.53,60
57,62,58.7,60
31,40,56.1,60
47,56,28.55,60
55,66,16.88,60
52,64,38.9,60
41,64,40.12,60
36,44,24.48,60
66,88,11.97,60
33,78,40.23,60
28,70,30.02,60
31,67,51.81,60
58,91,35.37,60
47,66,49.59,60
32,70,54.45,60
22,79,36.42,60
35,70,35.04,60
22,78,53.62,60
31,89,23.64,60
28,84,25.51,60
20,52,17.99,60
36,74,41,60
41,56,46.68,60
42,56,28.98,60
36,66,52.5,60
58,75,46.75,60
52,58,42.09,60
29,80,1.63,60
51,64,18.37,60
35,76,47.83,60
32,75,13.6,60
38,92,52.78,60
28,73,48.68,60
70,74,57.66,60
34,71,21.61,60
42,49,56.22,60
48,73,24.56,60
32,71,39.57,60
32,70,31.07,60
28,42,15.17,60
53,60,47.36,60
68,73,55.82,60
35,74,40.08,60
30,47,26.97,60
32,69,35.69,60
30,72,21.25,60
34,84,26.67,60
29,70,39.38,60
35,49,32.02,60
32,57,33,60
28,62,34.27,60
37,65,47.54,60
37,63,55.33,60
42,91,9.06,60
31,57,56.27,60
29,53,11.49,60
30,73,38.17,60
56,80,42.65,60
36,67,14.49,60
33,46,59.2,60
27,88,39.98,60
38,72,58.06,60
39,78,27.34,60
43,91,50.15,60
70,84,58.31,60
30,70,28.27,60
39,75,24.67,60
19,57,12.41,60
38,60,52.47,60
47,84,36.84,60
19,49,52.3,60
74,75,55.68,60
52,57,52.63,60
39,75,46.87,60
32,63,25.67,60
63,68,58.87,60
40,73,44.48,60
32,75,14.5,60
26,45,13.22,60
74,85,25.75,60
50,64,25.78,60
32,72,54.46,60
64,69,39.56,60
67,81,47.45,60
32,74,44.36,60
35,56,48.58,60
36,63,32.37,60
32,85,46.36,60
72,92,52.75,60
36,41,50.89,60
32,83,59.19,60
36,65,39.4,60
56,72,46.4,60
30,62,21.19,60
36,76,16.28,60
31,47,44.76,60
33,72,2.88,60
29,79,36.8,60
58,78,38.92,60
28,78,19.66,60
35,78,56.06,60
41,48,31.82,60
47,64,19,60
58,65,51.47,60
43,76,33.05,60
23,66,35.57,60
28,69,44.35,60
38,50,21.04,60
49,58,53.78,60
32,52,19.86,60
30,59,20.68,60
